x,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50
-15.1,-0.57119685,-0.8208131,9.428803,4.179187,-9.428803,0.57119685,0.29932165,0.9702506,-1.6416262,8.6250725,-15.1,-43.3,-35.2,15.1,10.55,228.01,-228.01,456.02,238.01,146.41,-3442.951,3442.951,3442.951,-6885.902,-10323.853,-2248.091,5000.211,-3458.051,-3214.941,-3893.971,15.1,3.885872,15.264665,0.10253727,5.1,75.5,-15.1,0.24961622,227.4388,630.8308,-30.485598,29.789593,2.7146947,-0.008688097,12.714695,5.0172796,-5.0172796,0.23442294,0.57119685,-0.7317003
-15.0,-0.65028787,-0.7596879,9.349712,4.240312,-9.349712,0.65028787,0.3466353,-0.9300949,-1.5193758,9.754317,-15.0,-43.0,-35.0,15.0,10.5,225.0,-225.0,450.0,235.0,144.0,-3375.0,3375.0,3375.0,-6750.0,-10120.0,-2197.0,4913.0,-3390.0,-3150.0,-3820.0,15.0,3.8729835,15.1657505,-0.073162116,5.0,75.0,-15.0,0.10940007,224.34972,625.7597,-30.325144,29.620155,2.7080503,-0.008695652,12.70805,5.0106354,-5.0106354,0.2470079,0.65028787,-0.6886952
-14.9,-0.7228814,-0.6909722,9.277119,4.3090277,-9.277119,0.7228814,0.39308256,0.8639585,-1.3819444,10.770932,-14.9,-42.7,-34.8,14.9,10.45,222.01,-222.01,444.02,232.01,141.61,-3307.949,3307.949,3307.949,-6615.898,-9918.847,-2146.689,4826.809,-3322.849,-3085.939,-3746.969,14.9,3.8600519,15.066851,-0.2454388,4.9,74.5,-14.9,-0.031909168,221.28712,620.701,-30.16144,29.454514,2.7013612,-0.008703221,12.701362,5.0039463,-5.0039463,0.24974546,0.7228814,-0.63728666
-14.8,-0.78825206,-0.6153525,9.211748,4.3846474,-9.211748,0.78825206,0.4385473,-0.76528615,-1.230705,11.666131,-14.8,-42.4,-34.6,14.8,10.4,219.04,-219.04,438.08,229.04,139.24,-3241.792,3241.792,3241.792,-6483.584,-9720.376,-2097.152,4741.632,-3256.592,-3022.752,-3674.872,14.8,3.847077,14.967966,-0.4095934,4.8,74.0,-14.8,-0.17289959,218.25175,615.65533,-29.994125,29.292324,2.6946273,-0.008710802,12.694627,4.9972124,-4.9972124,0.24252643,0.78825206,-0.57724637
-14.7,-0.8457468,-0.5335844,9.154253,4.4664154,-9.154253,0.8457468,0.48291594,0.6287099,-1.0671688,12.432478,-14.7,-42.1,-34.4,14.7,10.35,216.09,-216.09,432.18,226.09,136.89,-3176.523,3176.523,3176.523,-6353.046,-9524.569,-2048.383,4657.463,-3191.223,-2960.433,-3603.703,14.7,3.8340578,14.869096,-0.56103456,4.7,73.5,-14.7,-0.31216246,215.24425,610.6236,-29.822874,29.133207,2.6878474,-0.008718396,12.687847,4.9904327,-4.9904327,0.22563866,0.8457468,-0.5086227
-14.6,-0.8947912,-0.4464849,9.105208,4.553515,-9.105208,0.8947912,0.5260775,-0.45137036,-0.8929698,13.0639515,-14.6,-41.8,-34.2,14.6,10.3,213.16,-213.16,426.32,223.16,134.56,-3112.136,3112.136,3112.136,-6224.272,-9331.408,-2000.376,4574.296,-3126.736,-2898.976,-3533.456,14.6,3.8209946,14.770241,-0.69544244,4.6,73.0,-14.6,-0.4483063,212.26521,605.6065,-29.647396,28.976757,2.6810215,-0.008726004,12.681022,4.983607,-4.983607,0.19975537,0.8947912,-0.43179768
-14.5,-0.93489504,-0.35492426,9.0651045,4.645076,-9.0651045,0.93489504,0.5679242,0.2345035,-0.7098485,13.555979,-14.5,-41.5,-34.0,14.5,10.25,210.25,-210.25,420.5,220.25,132.25,-3048.625,3048.625,3048.625,-6097.25,-9140.875,-1953.125,4492.125,-3063.125,-2838.375,-3464.125,14.5,3.8078866,14.671401,-0.80892384,4.5,72.5,-14.5,-0.5799708,209.31511,600.6049,-29.467447,28.822538,2.6741486,-0.008733625,12.674149,4.9767337,-4.9767337,0.16590847,0.93489504,-0.34751937
-14.4,-0.9656578,-0.25981736,9.034342,4.740183,-9.034342,0.9656578,0.6083513,0.014884314,-0.5196347,13.905472,-14.4,-41.2,-33.8,14.4,10.2,207.36,-207.36,414.72,217.36,129.96,-2985.984,2985.984,2985.984,-5971.968,-8952.952,-1906.624,4410.944,-3000.384,-2778.624,-3395.704,14.4,3.7947333,14.5725765,-0.8981527,4.4,72.0,-14.4,-0.7058404,206.39435,595.6198,-29.28283,28.670092,2.6672282,-0.008741259,12.667228,4.9698133,-4.9698133,0.12544732,0.9656578,-0.25690404
-14.3,-0.98677194,-0.16211444,9.013228,4.8378854,-9.013228,0.98677194,0.6472579,-0.28257507,-0.32422888,14.110839,-14.3,-40.9,-33.6,14.3,10.15,204.49,-204.49,408.98,214.49,127.69,-2924.207,2924.207,2924.207,-5848.414,-8767.621,-1860.867,4330.747,-2938.507,-2719.717,-3328.187,14.3,3.7815342,14.473769,-0.9604909,4.3,71.5,-14.3,-0.8246575,203.50323,590.6521,-29.093386,28.518942,2.6602595,-0.008748907,12.660259,4.962845,-4.962845,0.07998499,0.98677194,-0.16140528
-14.2,-0.99802667,-0.06279172,9.001973,4.937208,-9.001973,0.99802667,0.68454665,0.5464087,-0.12558344,14.171978,-14.2,-40.6,-33.4,14.2,10.1,201.64,-201.64,403.28,211.64,125.44,-2863.288,2863.288,2863.288,-5726.576,-8584.864,-1815.848,4251.528,-2877.488,-2661.648,-3261.568,14.2,3.7682889,14.374978,-0.9940839,4.2,71.0,-14.2,-0.9352349,200.64197,585.7028,-28.899014,28.368605,2.6532419,-0.008756568,12.653242,4.955827,-4.955827,0.031333905,0.99802667,-0.062750466
-14.1,-0.99930936,0.037158385,9.00069,5.0371585,-9.00069,0.99930936,0.7201244,-0.77685946,0.07431677,14.090262,-14.1,-40.3,-33.2,14.1,10.05,198.81,-198.81,397.62,208.81,123.21,-2803.221,2803.221,2803.221,-5606.442,-8404.663,-1771.561,4173.281,-2817.321,-2604.411,-3195.841,14.1,3.7549968,14.276204,-0.9979286,4.1,70.5,-14.1,-1.0364678,197.81068,580.7728,-28.699656,28.218578,2.646175,-0.008764242,12.646174,4.94876,-4.94876,-0.01856636,0.99930936,0.037149835
-14.0,-0.9906074,0.13673721,9.009393,5.1367373,-9.009393,0.9906074,0.75390226,0.9395301,0.27347443,13.868503,-14.0,-40.0,-33.0,14.0,10.0,196.0,-196.0,392.0,206.0,121.0,-2744.0,2744.0,2744.0,-5488.0,-8227.0,-1728.0,4096.0,-2758.0,-2548.0,-3131.0,14.0,3.7416575,14.177447,-0.9719103,4.0,70.0,-14.0,-1.1273446,195.0094,575.8633,-28.495304,28.068369,2.6390574,-0.00877193,12.639057,4.9416423,-4.9416423,-0.06772645,0.9906074,0.13631152
-13.9,-0.9720075,0.23494981,9.027992,5.2349496,-9.027992,0.9720075,0.7857957,-0.9999979,0.46989962,13.510904,-13.9,-39.7,-32.8,13.9,9.95,193.21,-193.21,386.42,203.21,118.81,-2685.619,2685.619,2685.619,-5371.238,-8051.857,-1685.159,4019.679,-2699.519,-2492.409,-3067.039,13.9,3.7282703,14.078708,-0.9168061,3.9,69.5,-13.9,-1.2069573,192.23799,570.97504,-28.286003,27.917475,2.6318889,-0.008779631,12.631888,4.934474,-4.934474,-0.114186496,0.9720075,0.23279418
-13.8,-0.94369566,0.33081487,9.056304,5.330815,-9.056304,0.94369566,0.8157251,0.9310033,0.66162974,13.023,-13.8,-39.4,-32.6,13.8,9.9,190.44,-190.44,380.88,200.44,116.64,-2628.072,2628.072,2628.072,-5256.144,-7879.216,-1643.032,3944.312,-2641.872,-2437.632,-3003.952,13.8,3.7148352,13.979985,-0.8342572,3.8,69.0,-13.8,-1.2745105,189.4963,566.1092,-28.071848,27.765408,2.6246686,-0.008787346,12.624668,4.9272537,-4.9272537,-0.15609428,0.94369566,0.32481384
-13.7,-0.9059547,0.42337453,9.094046,5.4233747,-9.094046,0.9059547,0.8436156,-0.7212181,0.84674907,12.41158,-13.7,-39.1,-32.4,13.7,9.85,187.69,-187.69,375.38,197.69,114.49,-2571.353,2571.353,2571.353,-5142.706,-7709.059,-1601.613,3869.893,-2585.053,-2383.663,-2941.733,13.7,3.7013512,13.881283,-0.7267087,3.7,68.5,-13.7,-1.3293293,186.78404,561.2666,-27.852978,27.611687,2.6173959,-0.008795075,12.617395,4.919981,-4.919981,-0.19177909,0.9059547,0.41083938
-13.6,-0.8591618,0.51170397,9.140839,5.511704,-9.140839,0.8591618,0.86939746,0.38385412,1.0234079,11.684601,-13.6,-38.8,-32.2,13.6,9.8,184.96,-184.96,369.92,194.96,112.36,-2515.456,2515.456,2515.456,-5030.912,-7541.368,-1560.896,3796.416,-2529.056,-2330.496,-2880.376,13.6,3.6878178,13.782598,-0.59732085,3.6,68.0,-13.6,-1.3708658,184.10085,556.4483,-27.629581,27.455853,2.6100698,-0.008802817,12.61007,4.912655,-4.912655,-0.21981826,0.8591618,0.4896637
-13.5,-0.80378443,0.59492064,9.196216,5.5949206,-9.196216,0.80378443,0.8930063,0.037617214,1.1898413,10.8510895,-13.5,-38.5,-32.0,13.5,9.75,182.25,-182.25,364.5,192.25,110.25,-2460.375,2460.375,2460.375,-4920.75,-7376.125,-1520.875,3723.875,-2473.875,-2278.125,-2819.875,13.5,3.6742346,13.683932,-0.44985384,3.5,67.5,-13.5,-1.3987051,181.44621,551.6551,-27.401892,27.29746,2.6026897,-0.008810572,12.60269,4.905275,-4.905275,-0.23909399,0.80378443,0.56044304
-13.4,-0.7403759,0.6721931,9.2596245,5.672193,-9.2596245,0.7403759,0.9143832,-0.46993643,1.3443862,9.921037,-13.4,-38.2,-31.8,13.4,9.7,179.56,-179.56,359.12,189.56,108.16,-2406.104,2406.104,2406.104,-4812.208,-7213.312,-1481.544,3652.264,-2419.504,-2226.544,-2760.224,13.4,3.6606011,13.585286,-0.28853235,3.4,67.0,-13.4,-1.4125689,178.81963,546.8878,-27.170187,27.136097,2.5952547,-0.008818342,12.595255,4.89784,-4.89784,-0.24883777,0.7403759,0.6227035
-13.3,-0.6695698,0.74274915,9.33043,5.742749,-9.33043,0.6695698,0.9334745,0.81965667,1.4854983,8.905278,-13.3,-37.9,-31.6,13.3,9.65,176.89,-176.89,353.78,186.89,106.09,-2352.637,2352.637,2352.637,-4705.274,-7052.911,-1442.897,3581.577,-2365.937,-2175.747,-2701.417,13.3,3.6469164,13.48666,-0.11789343,3.3,66.5,-13.3,-1.412319,176.22043,542.1473,-26.934784,26.971375,2.587764,-0.008826125,12.587764,4.890349,-4.890349,-0.24866119,0.6695698,0.67631555
-13.2,-0.5920735,0.80588394,9.407927,5.805884,-9.407927,0.5920735,0.95023257,-0.9929998,1.6117679,7.8153706,-13.2,-37.6,-31.4,13.2,9.6,174.24,-174.24,348.48,184.24,104.04,-2299.968,2299.968,2299.968,-4599.936,-6894.904,-1404.928,3511.808,-2313.168,-2125.728,-2643.448,13.2,3.6331804,13.388055,0.05737544,3.2,66.0,-13.2,-1.3979574,173.64793,537.43414,-26.696037,26.802942,2.580217,-0.008833922,12.580216,4.882802,-4.882802,-0.23857127,0.5920735,0.72144306
-13.1,-0.50866145,0.8609666,9.491339,5.8609667,-9.491339,0.50866145,0.96461564,0.9236876,1.7219332,6.663465,-13.1,-37.3,-31.2,13.1,9.55,171.61,-171.61,343.22,181.61,102.01,-2248.091,2248.091,2248.091,-4496.182,-6739.273,-1367.631,3442.951,-2261.191,-2076.481,-2586.311,13.1,3.6193922,13.28947,0.23260204,3.1,65.5,-13.1,-1.3696281,171.10133,532.749,-26.45433,26.630484,2.5726123,-0.0088417325,12.572612,4.8751974,-4.8751974,-0.21897027,0.50866145,0.75847286
-13.0,-0.42016703,0.9074468,9.579833,5.907447,-9.579833,0.42016703,0.97658765,-0.6019999,1.8148936,5.4621716,-13.0,-37.0,-31.0,13.0,9.5,169.0,-169.0,338.0,179.0,100.0,-2197.0,2197.0,2197.0,-4394.0,-6586.0,-1331.0,3375.0,-2210.0,-2028.0,-2530.0,13.0,3.6055512,13.190906,0.40329263,3.0,65.0,-13.0,-1.3276138,168.57983,528.0925,-26.210083,26.453724,2.5649493,-0.0088495575,12.564949,4.8675346,-4.8675346,-0.19063962,0.42016703,0.7879341
-12.9,-0.32747445,0.94486004,9.672525,5.94486,-9.672525,0.32747445,0.9861187,0.09427045,1.8897201,4.22442,-12.9,-36.7,-30.8,12.9,9.45,166.41,-166.41,332.82,176.41,98.01,-2146.689,2146.689,2146.689,-4293.378,-6435.067,-1295.029,3307.949,-2159.589,-1980.279,-2474.509,12.9,3.591657,13.092364,0.56528604,2.9,64.5,-12.9,-1.2723345,166.08252,523.46515,-25.963737,26.27243,2.5572274,-0.0088573955,12.557227,4.8598123,-4.8598123,-0.15470876,0.32747445,0.81041497
-12.8,-0.23150982,0.97283256,9.76849,5.9728327,-9.76849,0.23150982,0.9931849,0.4592778,1.9456651,2.9633257,-12.8,-36.4,-30.6,12.8,9.4,163.84,-163.84,327.68,173.84,96.04,-2097.152,2097.152,2097.152,-4194.304,-6286.456,-1259.712,3241.792,-2109.952,-1933.312,-2419.832,12.8,3.5777087,12.993845,0.7148934,2.8,64.0,-12.8,-1.2043424,163.60849,518.8672,-25.715755,26.086416,2.5494452,-0.008865248,12.549445,4.8520303,-4.8520303,-0.11261015,0.23150982,0.82648367
-12.7,-0.13323204,0.9910849,9.866768,5.991085,-9.866768,0.13323204,0.9977687,-0.87661153,1.9821697,1.6920469,-12.7,-36.1,-30.4,12.7,9.35,161.29,-161.29,322.58,171.29,94.09,-2048.383,2048.383,2048.383,-4096.766,-6140.149,-1225.043,3176.523,-2061.083,-1887.093,-2365.963,12.7,3.563706,12.895348,0.8490172,2.7,63.5,-12.7,-1.1243169,161.15677,514.2989,-25.466616,25.895542,2.541602,-0.008873114,12.541602,4.8441873,-4.8441873,-0.06602213,0.13323204,0.83662075
-12.6,-0.033623047,0.9994346,9.966377,5.9994345,-9.966377,0.033623047,0.9998586,0.9940031,1.9988692,0.42365038,-12.6,-35.8,-30.2,12.6,9.3,158.76,-158.76,317.52,168.76,92.16,-2000.376,2000.376,2000.376,-4000.752,-5996.128,-1191.016,3112.136,-2012.976,-1841.616,-2312.896,12.6,3.5496478,12.796875,0.96524644,2.6,63.0,-12.6,-1.0330577,158.72638,509.76056,-25.216812,25.699717,2.533697,-0.008880994,12.533697,4.836282,-4.836282,-0.016802019,0.033623047,0.84116536
-12.5,0.066321895,0.99779826,10.066322,5.9977984,-10.066322,-0.066321895,0.99944943,-0.7376834,1.9955965,-0.8290237,-12.5,-35.5,-30.0,12.5,9.25,156.25,-156.25,312.5,166.25,90.25,-1953.125,1953.125,1953.125,-3906.25,-5854.375,-1157.625,3048.625,-1965.625,-1796.875,-2260.625,12.5,3.535534,12.698425,1.0619233,2.5,62.5,-12.5,-0.93147635,156.31631,505.2522,-24.966839,25.4989,2.5257287,-0.008888889,12.525728,4.828314,-4.828314,0.03308794,-0.066321895,0.84027934
-12.4,0.16560417,0.9861923,10.165605,5.986192,-10.165605,-0.16560417,0.9965421,0.17710093,1.9723846,-2.0534918,-12.4,-35.2,-29.8,12.4,9.2,153.76,-153.76,307.52,163.76,88.36,-1906.624,1906.624,1906.624,-3813.248,-5714.872,-1124.864,2985.984,-1919.024,-1752.864,-2209.144,12.4,3.5213633,12.6,1.1381794,2.4,62.0,-12.4,-0.8205881,153.9256,500.7738,-24.717197,25.293097,2.5176964,-0.008896797,12.517696,4.8202815,-4.8202815,0.08165878,-0.16560417,0.8339307
-12.3,0.26323178,0.96473265,10.263232,5.9647326,-10.263232,-0.26323178,0.99114394,0.4737575,1.9294653,-3.237751,-12.3,-34.9,-29.6,12.3,9.15,151.29,-151.29,302.58,161.29,86.49,-1860.867,1860.867,1860.867,-3721.734,-5577.601,-1092.727,2924.207,-1873.167,-1709.577,-2158.447,12.3,3.5071356,12.5016,1.1939408,2.3,61.5,-12.3,-0.70150083,151.55324,496.32526,-24.468384,25.082367,2.5095992,-0.00890472,12.5096,4.8121843,-4.8121843,0.12697415,-0.26323178,0.8218966
-12.2,0.35822928,0.9336336,10.35823,5.933634,-10.35823,-0.35822928,0.98326844,-0.9265537,1.8672673,-4.370397,-12.2,-34.6,-29.4,12.2,9.1,148.84,-148.84,297.68,158.84,84.64,-1815.848,1815.848,1815.848,-3631.696,-5442.544,-1061.208,2863.288,-1828.048,-1667.008,-2108.528,12.2,3.4928498,12.403225,1.2299011,2.2,61.0,-12.2,-0.57540435,149.19823,491.90637,-24.220886,24.866817,2.501436,-0.0089126555,12.501436,4.804021,-4.804021,0.16722746,-0.35822928,0.80378693
-12.1,0.44964746,0.8932061,10.449648,5.893206,-10.449648,-0.44964746,0.97293526,0.94734967,1.7864122,-5.4407344,-12.1,-34.3,-29.2,12.1,9.05,146.41,-146.41,292.82,156.41,82.81,-1771.561,1771.561,1771.561,-3543.122,-5309.683,-1030.301,2803.221,-1783.661,-1625.151,-2059.381,12.1,3.4785054,12.304877,1.2474647,2.1,60.5,-12.1,-0.44355863,146.85965,487.51678,-23.975176,24.646603,2.4932055,-0.008920606,12.493205,4.7957907,-4.7957907,0.20081393,-0.44964746,0.7790857
-12.0,0.53657293,0.84385395,10.536572,5.843854,-10.536572,-0.53657293,0.96017027,-0.4910216,1.6877079,-6.438875,-12.0,-34.0,-29.0,12.0,9.0,144.0,-144.0,288.0,154.0,81.0,-1728.0,1728.0,1728.0,-3456.0,-5179.0,-1000.0,2744.0,-1740.0,-1584.0,-2011.0,12.0,3.4641016,12.206555,1.2486625,2.0,60.0,-12.0,-0.30728105,144.53658,483.15616,-23.731714,24.421926,2.4849067,-0.008928572,12.484906,4.787492,-4.787492,0.2263946,-0.53657293,0.74720997
-11.9,0.6181371,0.7860703,10.618137,5.7860703,-10.618137,-0.6181371,0.94500536,-0.23608074,1.5721406,-7.3558316,-11.9,-33.7,-28.8,11.9,8.95,141.61,-141.61,283.22,151.61,79.21,-1685.159,1685.159,1685.159,-3370.318,-5050.477,-970.299,2685.619,-1697.059,-1543.549,-1963.379,11.9,3.4496377,12.108262,1.2360436,1.9,59.5,-11.9,-0.16793318,142.22813,478.82394,-23.49093,24.193035,2.4765384,-0.0089365505,12.476539,4.7791233,-4.7791233,0.2429496,-0.6181371,0.7075819
-11.8,0.6935251,0.72043246,10.693525,5.7204323,-10.693525,-0.6935251,0.92747843,0.846791,1.4408649,-8.183596,-11.8,-33.4,-28.6,11.8,8.9,139.24,-139.24,278.48,149.24,77.44,-1643.032,1643.032,1643.032,-3286.064,-4924.096,-941.192,2628.072,-1654.832,-1503.792,-1916.512,11.8,3.4351127,12.009995,1.212548,1.8,59.0,-11.8,-0.026907394,139.93352,474.51956,-23.253237,23.960217,2.4680996,-0.008944544,12.4681,4.7706847,-4.7706847,0.249819,-0.6935251,0.65970975
-11.7,0.7619836,0.64759636,10.761984,5.6475964,-10.761984,-0.7619836,0.9076333,-0.9735021,1.2951927,-8.915208,-11.7,-33.1,-28.4,11.7,8.85,136.89,-136.89,273.78,146.89,75.69,-1601.613,1601.613,1601.613,-3203.226,-4799.839,-912.673,2571.353,-1613.313,-1464.723,-1870.393,11.7,3.4205263,11.911758,1.1813647,1.7,58.5,-11.7,0.114387244,137.65198,470.2424,-23.019009,23.723799,2.4595888,-0.0089525515,12.459589,4.762174,-4.762174,0.24672888,-0.7619836,0.6032711
-11.6,0.8228286,0.56828964,10.822828,5.5682898,-10.822828,-0.8228286,0.8855195,0.50422484,1.1365793,-9.544811,-11.6,-32.8,-28.2,11.6,8.8,134.56,-134.56,269.12,144.56,73.96,-1560.896,1560.896,1560.896,-3121.792,-4677.688,-884.736,2515.456,-1572.496,-1426.336,-1825.016,11.6,3.4058774,11.813552,1.1457818,1.6,58.0,-11.6,0.25453895,135.38283,465.9917,-22.788586,23.484144,2.451005,-0.008960574,12.451005,4.75359,-4.75359,0.23380248,-0.8228286,0.5381913
-11.5,0.87545216,0.48330477,10.875452,5.483305,-10.875452,-0.87545216,0.8611924,0.2984885,0.96660954,-10.0677,-11.5,-32.5,-28.0,11.5,8.75,132.25,-132.25,264.5,142.25,72.25,-1520.875,1520.875,1520.875,-3041.75,-4557.625,-857.375,2460.375,-1532.375,-1388.625,-1780.375,11.5,3.391165,11.715375,1.1090356,1.5,57.5,-11.5,0.39214742,133.12546,461.7667,-22.562273,23.241652,2.442347,-0.00896861,12.442347,4.744932,-4.744932,0.21155511,-0.87545216,0.46470794
-11.4,0.9193285,0.39349088,10.919329,5.393491,-10.919329,-0.9193285,0.8347128,-0.9146742,0.78698176,-10.480345,-11.4,-32.2,-27.8,11.4,8.7,129.96,-129.96,259.92,139.96,70.56,-1481.544,1481.544,1481.544,-2963.088,-4439.632,-830.584,2406.104,-1492.944,-1351.584,-1736.464,11.4,3.3763885,11.6172285,1.0741636,1.4,57.0,-11.4,0.52583766,130.87933,457.5665,-22.340336,22.996746,2.4336133,-0.008976661,12.433614,4.7361984,-4.7361984,0.18087369,-0.9193285,0.38341483
-11.3,0.95401925,0.29974535,10.95402,5.2997456,-10.95402,-0.95401925,0.8061468,0.89804226,0.5994907,-10.780417,-11.3,-31.9,-27.6,11.3,8.65,127.69,-127.69,255.38,137.69,68.89,-1442.897,1442.897,1442.897,-2885.794,-4323.691,-804.357,2352.637,-1454.197,-1315.207,-1693.277,11.3,3.3615472,11.5191145,1.0438665,1.3,56.5,-11.3,0.6542739,128.64401,453.39026,-22.12299,22.749872,2.4248028,-0.008984726,12.424803,4.727388,-4.727388,0.14298141,-0.95401925,0.2952769
-11.2,0.9791777,0.20300487,10.979177,5.203005,-10.979177,-0.9791777,0.77556586,-0.22184493,0.40600973,-10.96679,-11.2,-31.6,-27.4,11.2,8.6,125.44,-125.44,250.88,135.44,67.24,-1404.928,1404.928,1404.928,-2809.856,-4209.784,-778.688,2299.968,-1416.128,-1279.488,-1650.808,11.2,3.34664,11.421033,1.0203887,1.2,56.0,-11.2,0.7761729,126.419174,449.237,-21.910412,22.501503,2.4159138,-0.008992806,12.415914,4.7184987,-4.7184987,0.09938892,-0.9791777,0.2016134
-11.1,0.9945526,0.10423603,10.994553,5.104236,-10.994553,-0.9945526,0.74304646,-0.63490576,0.20847206,-11.039534,-11.1,-31.3,-27.2,11.1,8.55,123.21,-123.21,246.42,133.21,65.61,-1367.631,1367.631,1367.631,-2735.262,-4097.893,-753.571,2248.091,-1378.731,-1244.421,-1609.051,11.1,3.3316662,11.322986,1.0054177,1.1,55.5,-11.1,0.89031655,124.20455,445.10577,-21.702724,22.252117,2.406945,-0.0090009,12.406945,4.7095304,-4.7095304,0.051834106,-0.9945526,0.10404737
-11.0,0.9999902,0.004425698,10.99999,5.0044255,-10.99999,-0.9999902,0.7086698,0.99881524,0.008851396,-10.999892,-11.0,-31.0,-27.0,11.0,8.5,121.0,-121.0,242.0,131.0,64.0,-1331.0,1331.0,1331.0,-2662.0,-3988.0,-729.0,2197.0,-1342.0,-1210.0,-1568.0,11.0,3.3166249,11.224972,1.0000098,1.0,55.0,-11.0,0.9955645,121.99999,440.99557,-21.500006,22.002213,2.3978953,-0.009009009,12.397895,4.7004805,-4.7004805,0.0022128273,-0.9999902,0.0044256835
-10.9,0.99543625,-0.095428854,10.995437,4.904571,-10.995437,-0.99543625,0.6725218,-0.5400705,-0.19085771,-10.850255,-10.9,-30.7,-26.8,10.9,8.45,118.81,-118.81,237.62,128.81,62.41,-1295.029,1295.029,1295.029,-2590.058,-3880.087,-704.969,2146.689,-1305.929,-1176.219,-1527.649,10.9,3.3015149,11.126994,1.004543,0.9,54.5,-10.9,1.0908651,119.805435,436.90543,-21.302282,21.752285,2.3887627,-0.009017132,12.388762,4.691348,-4.691348,-0.04749667,-0.99543625,-0.095284075
-10.8,0.9809362,-0.1943299,10.980936,4.8056703,-10.980936,-0.9809362,0.63469285,-0.39040533,-0.3886598,-10.594111,-10.8,-30.4,-26.6,10.8,8.4,116.64,-116.64,233.28,126.64,60.84,-1259.712,1259.712,1259.712,-2519.424,-3774.136,-681.472,2097.152,-1270.512,-1143.072,-1487.992,10.8,3.2863352,11.029053,1.0187004,0.8,54.0,-10.8,1.1752661,117.62093,432.83432,-21.109531,21.502834,2.3795462,-0.009025271,12.379546,4.6821313,-4.6821313,-0.095312625,-0.9809362,-0.1931091
-10.7,0.956635,-0.29128927,10.956635,4.7087107,-10.956635,-0.956635,0.59527755,0.98417646,-0.58257854,-10.235994,-10.7,-30.1,-26.4,10.7,8.35,114.49,-114.49,228.98,124.49,59.29,-1225.043,1225.043,1225.043,-2450.086,-3670.129,-658.503,2048.383,-1235.743,-1110.553,-1449.023,10.7,3.2710855,10.931149,1.0414845,0.7,53.5,-10.7,1.2479243,115.44663,428.78128,-20.921682,21.254354,2.3702438,-0.009033424,12.370244,4.6728287,-4.6728287,-0.13932876,-0.956635,-0.28718743
-10.6,0.92277545,-0.3853382,10.922775,4.6146617,-10.922775,-0.92277545,0.55437434,-0.6723179,-0.7706764,-9.78142,-10.6,-29.8,-26.2,10.6,8.3,112.36,-112.36,224.72,122.36,57.76,-1191.016,1191.016,1191.016,-2382.032,-3568.048,-636.056,2000.376,-1201.616,-1078.656,-1410.736,10.6,3.255764,10.833282,1.0712609,0.6,53.0,-10.6,1.3081136,113.282776,424.74533,-20.738613,21.007332,2.360854,-0.009041592,12.360854,4.6634393,-4.6634393,-0.1777903,-0.92277545,-0.37587255
-10.5,0.8796958,-0.47553694,10.879696,4.524463,-10.879696,-0.8796958,0.5120855,-0.290029,-0.9510739,-9.236806,-10.5,-29.5,-26.0,10.5,8.25,110.25,-110.25,220.5,120.25,56.25,-1157.625,1157.625,1157.625,-2315.25,-3467.875,-614.125,1953.125,-1168.125,-1047.375,-1373.125,10.5,3.2403703,10.7354555,1.1058311,0.5,52.5,-10.5,1.3552327,111.12969,420.72552,-20.560152,20.762232,2.3513753,-0.009049774,12.351376,4.65396,-4.65396,-0.2091639,-0.8796958,-0.45781586
-10.4,0.82782644,-0.56098425,10.8278265,4.439016,-10.8278265,-0.82782644,0.46851668,0.974806,-1.1219685,-8.609395,-10.4,-29.2,-25.8,10.4,8.2,108.16,-108.16,216.32,118.16,54.76,-1124.864,1124.864,1124.864,-2249.728,-3369.592,-592.704,1906.624,-1135.264,-1016.704,-1336.184,10.4,3.224903,10.637669,1.1425298,0.4,52.0,-10.4,1.3888108,108.98782,416.72098,-20.386087,20.519508,2.3418057,-0.009057971,12.341805,4.644391,-4.644391,-0.2321988,-0.82782644,-0.53201985
-10.3,0.76768583,-0.6408264,10.767686,4.359174,-10.767686,-0.76768583,0.4237768,-0.6624991,-1.2816528,-7.9071636,-10.3,-28.9,-25.6,10.3,8.15,106.09,-106.09,212.18,116.09,53.29,-1092.727,1092.727,1092.727,-2185.454,-3273.181,-571.787,1860.867,-1103.027,-986.637,-1299.907,10.3,3.2093613,10.539924,1.1783442,0.3,51.5,-10.3,1.4085122,106.85769,412.73083,-20.216158,20.279587,2.3321438,-0.009066183,12.332144,4.634729,-4.634729,-0.24597667,-0.76768583,-0.59785813
